761,2860,11514,2940,4159
762,4693,6180,11514,6784
763,4074,11514,4693,6180
764,4693,11514,5291,6784
765,2860,4693,11514,5291
766,2940,11514,4074,5337
767,2860,2926,2940,11514
768,2861,11513,4167,11055
769,4167,11513,5335,11055
770,4167,11513,4733,5335
771,2861,4167,11513,4733
772,2938,11513,4067,4733
773,2877,5335,11513,11055
774,4067,4733,11513,5335
775,2877,2938,11513,4067
776,2861,2877,2938,11513
777,4112,5339,11512,8046
778,4092,11512,4112,5339
779,2946,4112,11512,8046
780,2946,2948,11512,4112
781,4092,11512,5339,10272
782,4724,5339,11512,10272
783,4724,11512,5339,8046
784,2876,2946,11512,8046
785,2876,11512,2946,2948
786,2948,4092,11512,4112
787,2876,11512,2950,4724
788,2876,2950,11512,2883
789,2883,11512,4092,10272
790,2876,11512,4724,8046
791,2883,11512,2948,4092
792,2876,11512,2948,2883
793,533,11511,4158,6194
794,507,4158,11511,5319
795,533,4700,11511,6194
796,533,534,11511,4700
797,4158,11511,5319,6194
798,4133,11511,4700,6194
799,4133,5319,11511,6194
800,531,4133,11511,4700
801,507,11511,508,5319
802,507,508,11511,534
803,508,11511,4133,5319
804,508,531,11511,534
805,889,890,11510,6181
806,786,890,11510,889
807,890,4728,11510,6181
808,786,11510,890,4728
809,5336,10405,11510,11311
810,4060,6181,11510,11311
811,4060,11510,10405,11311
812,5336,11510,11212,11419
813,4127,11212,11510,11419
814,682,785,11510,4126
815,682,785,786,11510
816,785,889,11510,4060
817,785,889,786,11510
818,682,11510,786,4127
819,682,4126,11510,4127
820,889,11510,4060,6181
821,786,4089,11510,4728
822,785,4060,11510,10405
823,785,11510,4126,10405
824,4126,11510,4127,11212
825,4126,5336,11510,11212
826,4089,4127,11510,11419
827,786,11510,4089,4127
828,4126,11510,5336,10405
829,4651,11509,7629,9144
830,664,4651,11509,7629
831,669,11509,4651,6113
832,664,669,11509,4651
833,664,11509,6158,7629
834,5352,6158,11509,10496
835,4651,6113,11509,9144
836,669,672,11509,6113
837,664,672,11509,669
838,664,11509,5352,6158
839,6807,11509,7554,9144
840,4641,6807,11509,7554
841,6113,7554,11509,9144
842,4641,11509,6113,7554
843,4641,5352,11509,6807
844,672,4641,11509,6113
845,672,5352,11509,4641
846,1572,11508,3984,4589
847,211,11508,3984,1572
848,210,211,1572,11508
849,3187,3984,11508,4589
850,211,3984,11508,3187
851,1572,11508,4589,3982
852,210,3116,211,11508
853,3116,3187,11508,4589
854,211,3187,11508,3116
855,3116,4589,11508,3982
856,1202,5389,11507,6287
857,1202,4029,11507,5389
858,4029,5175,11507,6103
859,1304,1305,11507,5175
860,1201,1305,11507,1304
861,1201,11507,4029,6285
862,4029,11507,5175,6285
863,1305,11507,5175,6287
864,1201,11507,1202,4029
865,1201,11507,1305,1202
866,3089,4033,11506,5246
867,3089,3170,11506,4033
868,3060,11506,4038,11182
869,3060,4757,11506,11182
870,3089,11506,3148,5246
871,3089,3148,11506,3170
872,3060,11506,3170,4038
873,3060,11506,3148,3170
874,3170,11506,4033,4038
875,4038,11506,4758,11182
876,4757,4758,11506,11182
877,3060,3148,11506,4757
878,4033,4758,11506,5246
879,4033,4038,11506,4758
880,4178,11506,4757,4758
881,3148,4178,11506,4757
882,3148,11506,4178,5246
883,4178,11506,4758,5246
884,5463,5969,11505,10524
885,1492,1493,11505,1550
886,5463,5484,11505,5969
887,1550,11505,5463,5484
888,4528,11505,4544,5969
889,1493,11505,1550,1520
890,4544,11505,5484,5969
891,1435,11505,1520,4544
892,1435,11505,1493,1520
893,1520,4544,11505,5484
894,237,714,11504,735
895,237,3132,11504,714
896,714,11504,735,4597
897,237,11504,3195,735
898,237,11504,3132,3195
899,735,11504,4009,4597
900,735,11504,3195,4009
901,4009,4597,11504,10636
902,3195,4009,11504,10636
903,714,3975,11504,4597
904,714,3132,11504,3975
905,3056,3195,11504,10636
906,3056,11504,3947,10636
907,3947,11504,3975,4597
908,3132,3947,11504,3975
909,3056,11504,3132,3947
910,3056,3132,11504,3195
911,1427,1497,11503,6010
912,1497,5473,11503,6010
913,1497,1519,11503,5473
914,1427,1497,1519,11503
915,4556,11503,5473,6010
916,1519,11503,5473,4556
917,4556,11503,6010,5403
918,1323,1427,11503,5403
919,1323,1428,11503,1427
920,1428,11503,4556,5404
921,4556,11503,5403,5404
922,1428,11503,1519,4556
923,1427,11503,1519,1428
924,318,2971,11502,4137
925,318,11502,710,4137
926,4098,11502,4137,6185
927,710,4137,11502,6185
928,2971,4098,11502,4137
929,318,710,11502,319
930,318,11502,2971,319
931,734,11502,4129,6185
932,4098,4129,11502,6185
933,710,11502,734,6185
934,320,734,11502,4129
935,320,11502,2944,4129
936,2944,11502,4098,4129
937,2944,11502,2971,4098
938,319,2971,2944,11502
939,319,734,710,11502
940,319,2944,320,11502
941,319,320,734,11502
942,1230,1231,11501,5974
943,1231,5492,11501,5974
944,1123,1229,11501,5493
945,1123,11501,1229,1230
946,1229,4523,11501,5493
947,1229,1230,11501,4523
948,4523,11501,5493,10216
949,1230,11501,4523,5974
950,1124,11501,1231,5492
951,1124,1231,11501,1230
952,1123,1124,11501,1230
953,1123,11501,4533,5493
954,4533,11501,5492,10216
955,4533,5493,11501,10216
956,3142,3205,11500,10132
957,3142,11500,4003,10132
958,4003,11500,4030,10132
959,3205,4030,11500,10132
960,3142,3220,11500,3205
961,691,11500,3205,4030
962,691,4003,11500,4030
963,3142,11500,3220,4004
964,3142,4003,11500,4004
965,270,3220,3205,11500
966,686,3220,11500,4004
967,686,11500,4003,4004
968,270,691,686,11500
969,270,686,3220,11500
970,686,11500,691,4003
971,2146,11499,3815,2221
972,2146,11499,4503,3815
973,2113,11499,2146,2221
974,2113,4503,2146,11499
975,3815,4458,11499,4503
976,2221,11499,3815,4458
977,2114,3836,11499,5507
978,2113,11499,2114,3836
979,3836,4503,11499,5507
980,2113,11499,3836,4503
981,2114,11499,2222,5507
982,2113,2222,2114,11499
983,2113,2222,11499,2221
984,2222,11499,4458,5507
985,3819,11498,3830,5535
986,3830,11498,4474,5535
987,3233,11498,3358,10292
988,3233,4463,11498,10292
989,3325,3363,11498,4474
990,3263,11498,3325,3363
991,3263,3819,11498,3830
992,3819,11498,5908,10292
993,4463,5908,11498,10292
994,3819,11498,5535,5908
995,4474,5535,11498,5908
996,3233,3325,11498,4463
997,3233,11498,3325,3358
998,3358,11498,3819,10292
999,3263,3358,11498,3819
1000,3263,3325,11498,3358
1001,4463,4474,11498,5908
1002,3325,11498,4463,4474
1003,3319,3868,11497,4486
1004,3290,11497,3319,3868
1005,3242,3319,11497,11217
1006,3242,3319,3290,11497
1007,3319,4486,11497,11217
1008,3847,11497,3868,4486
1009,3290,3847,11497,3868
1010,3290,3316,11497,3847
1011,3242,11497,3812,11217
1012,3812,11497,4486,11217
1013,3242,11497,3316,3812
1014,3242,3290,3316,11497
1015,3320,4494,11496,5934
1016,3320,3871,11496,4494
